longitude,latitude,basin,region,district_code,public_meeting,permit,extraction_type,management,payment,water_quality,quantity,source,waterpoint_type,pop_log,age,status_group
33.58,-9.06,Lake Nyasa,Mbeya,D4,True,True,gravity,vwc,never pay,soft,enough,spring,communal standpipe,5.4957391006863725,5,functional
37.61,-3.13,Pangani,Kilimanjaro,D1,True,True,gravity,company,pay monthly,soft,enough,spring,communal standpipe,4.382026634673881,5,non functional
34.74,-10.4,Lake Nyasa,Iringa,D5,False,False,gravity,vwc,other,soft,enough,spring,communal standpipe,2.995732273553991,12,functional
31.81,-1.21,Lake Victoria,Kagera,D2,True,True,gravity,vwc,never pay,soft,insufficient,rainwater harvesting,communal standpipe,5.913279930309456,15,functional
35.86,-7.75,Rufiji,Iringa,D7,True,True,gravity,vwc,pay annually,soft,enough,spring,communal standpipe,2.70805020110221,10,non functional
37.2,-3.28,Pangani,Kilimanjaro,D5,True,True,gravity,water board,pay per bucket,soft,enough,spring,communal standpipe,4.0943445622221,14,functional
36.36,-5.95,Wami / Ruvu,Dodoma,D3,True,True,mono,vwc,pay per bucket,salty,dry,machine dbh,communal standpipe multiple,5.778416335036015,37,non functional
31.68,-7.78,Lake Rukwa,Rukwa,D2,True,False,swn 80,vwc,never pay,soft,enough,machine dbh,hand pump,5.857933154483459,7,functional
36.69,-3.3,Pangani,Arusha,D2,True,True,gravity,vwc,never pay,soft,insufficient,spring,communal standpipe,5.298317366548036,23,non functional
37.31,-11.11,Ruvuma / Southern Coast,Ruvuma,D1,False,False,other,vwc,never pay,soft,enough,machine dbh,hand pump,5.298317366548036,13,non functional
35.46,-8.0,Rufiji,Iringa,D1,False,True,swn 80,vwc,never pay,soft,dry,machine dbh,hand pump,6.327936783729195,21,non functional
30.79,-1.41,Lake Victoria,Kagera,D1,True,True,gravity,vwc,never pay,soft,insufficient,spring,communal standpipe,5.778840172736036,7,non functional
37.44,-5.38,Wami / Ruvu,Tanga,D7,True,True,gravity,vwc,pay annually,soft,insufficient,spring,communal standpipe,6.214608098422191,2,functional
33.85,-8.82,Rufiji,Mbeya,D7,True,True,gravity,wua,pay monthly,soft,insufficient,river,communal standpipe,5.594862331542801,8,functional
35.06,-11.54,Lake Nyasa,Ruvuma,D3,True,True,gravity,vwc,pay monthly,soft,enough,spring,communal standpipe,6.1092475827643655,7,functional
29.93,-4.8,Lake Tanganyika,Kigoma,D2,True,True,gravity,vwc,pay annually,soft,enough,river,communal standpipe multiple,5.521460917862246,37,functional needs repair
33.23,-3.0,Lake Victoria,Mwanza,D4,True,True,swn 80,vwc,never pay,soft,enough,machine dbh,hand pump,6.194405391104672,15,functional
36.38,-6.59,Wami / Ruvu,Dodoma,D1,True,True,gravity,vwc,pay annually,soft,enough,spring,communal standpipe multiple,5.778840172736036,15,functional needs repair
34.48,-8.98,Rufiji,Iringa,D4,True,True,gravity,wua,pay when scheme fails,soft,enough,river,communal standpipe,5.521460917862246,1,functional
31.08,-7.76,Lake Tanganyika,Rukwa,D3,False,False,swn 80,vwc,never pay,soft,dry,machine dbh,hand pump,5.521460917862246,5,non functional
38.94,-7.72,Rufiji,Pwani,D53,False,False,mono,private operator,pay per bucket,soft,enough,machine dbh,communal standpipe,4.787491742782046,1,functional
34.62,-4.57,Internal,Singida,D1,True,True,afridev,vwc,pay when scheme fails,soft,enough,machine dbh,hand pump,6.184148890937483,13,non functional
37.23,-10.95,Ruvuma / Southern Coast,Ruvuma,D1,True,False,gravity,vwc,pay when scheme fails,soft,enough,river,communal standpipe,5.298317366548036,21,functional
31.52,-8.19,Lake Tanganyika,Rukwa,D2,True,True,gravity,private operator,never pay,soft,enough,river,communal standpipe,3.912023005428146,9,functional
36.91,-3.35,Pangani,Arusha,D7,True,False,gravity,vwc,unknown,soft,insufficient,river,communal standpipe,4.867534450455582,43,functional
37.46,-5.44,Wami / Ruvu,Tanga,D7,True,False,nira/tanira,vwc,never pay,unknown,unknown,shallow well,hand pump,5.19295685089021,17,non functional
31.0,-2.75,Lake Victoria,Kagera,D4,True,True,nira/tanira,vwc,never pay,coloured,enough,shallow well,hand pump,5.4957391006863725,6,functional
35.97,-3.74,Internal,Manyara,D1,True,True,mono,vwc,never pay,soft,insufficient,machine dbh,communal standpipe,5.68697535633982,5,functional
36.14,-8.93,Rufiji,Morogoro,D4,True,True,swn 80,vwc,never pay,soft,enough,shallow well,hand pump,5.991464547107982,18,functional
36.4,-5.69,Wami / Ruvu,Dodoma,D3,True,False,mono,vwc,pay per bucket,salty,dry,machine dbh,communal standpipe,5.778416335036015,37,non functional
39.21,-7.69,Rufiji,Pwani,D53,True,True,mono,vwc,never pay,soft,insufficient,river,communal standpipe multiple,4.787491742782046,39,non functional
32.92,-5.8,Lake Tanganyika,Tabora,D5,True,True,other,vwc,never pay,soft,dry,dam,communal standpipe,5.737381174257634,12,non functional
33.86,-9.31,Lake Nyasa,Mbeya,D4,True,True,gravity,vwc,never pay,soft,enough,spring,communal standpipe,5.4957391006863725,5,functional
36.68,-8.41,Rufiji,Morogoro,D4,True,True,other,vwc,pay monthly,salty,enough,machine dbh,hand pump,5.703782474656201,1,functional
35.66,-4.15,Internal,Manyara,D1,True,True,gravity,vwc,never pay,soft,enough,river,communal standpipe,5.480638923341991,1,functional needs repair
36.37,-8.23,Rufiji,Morogoro,D3,True,True,other,vwc,never pay,soft,insufficient,shallow well,hand pump,6.3818160174060985,7,non functional
34.99,-8.5,Rufiji,Iringa,D2,False,True,nira/tanira,vwc,never pay,soft,enough,shallow well,hand pump,4.248495242049359,11,non functional
35.1,-9.54,Lake Nyasa,Iringa,D4,True,False,gravity,vwc,never pay,soft,insufficient,spring,communal standpipe,3.912023005428146,13,non functional
35.99,-10.7,Ruvuma / Southern Coast,Ruvuma,D5,True,True,gravity,vwc,pay monthly,soft,seasonal,river,communal standpipe,4.787491742782046,30,functional
31.56,-1.79,Lake Victoria,Kagera,D3,True,True,ksb,vwc,never pay,soft,enough,spring,communal standpipe,5.778416335036015,25,non functional
34.92,-4.55,Internal,Singida,D2,True,True,submersible,vwc,pay per bucket,soft,insufficient,shallow well,communal standpipe,5.521460917862246,13,non functional
34.39575000000001,-4.692805555555555,Lake Victoria,Shinyanga,D1,True,False,nira/tanira,wug,never pay,soft,insufficient,shallow well,hand pump,6.214608098422191,6,functional needs repair
33.94,-9.5,Lake Nyasa,Mbeya,D3,True,True,gravity,vwc,pay monthly,soft,enough,spring,communal standpipe,5.778416335036015,38,functional
38.24,-6.08,Wami / Ruvu,Pwani,D1,True,True,ksb,wua,pay per bucket,soft,enough,river,communal standpipe,3.6888794541139363,8,functional
34.22,-8.8,Rufiji,Mbeya,D7,True,True,gravity,vwc,pay monthly,soft,seasonal,river,communal standpipe,5.594862331542801,8,functional
36.1,-3.55,Internal,Arusha,D1,False,True,submersible,parastatal,never pay,soft,insufficient,machine dbh,communal standpipe,5.225746673713202,13,functional
38.93,-5.04,Pangani,Tanga,D4,True,True,submersible,vwc,pay per bucket,soft,enough,river,communal standpipe,4.0943445622221,26,functional
34.67,-1.85,Lake Victoria,Mara,D2,True,True,nira/tanira,other,never pay,soft,insufficient,shallow well,hand pump,5.298317366548036,16,non functional
33.08,-9.4,Lake Nyasa,Mbeya,D5,True,False,other - swn 81,vwc,unknown,salty,insufficient,machine dbh,hand pump,5.737381174257634,11,functional
37.64,-6.12,Wami / Ruvu,Morogoro,D6,True,True,submersible,vwc,pay monthly,soft,enough,machine dbh,communal standpipe,6.214608098422191,3,functional
37.29,-3.2,Pangani,Kilimanjaro,D4,False,True,gravity,vwc,never pay,soft,enough,spring,other,3.912023005428146,37,functional needs repair
37.51,-6.27,Wami / Ruvu,Morogoro,D6,True,True,gravity,vwc,pay monthly,soft,enough,river,communal standpipe,4.852030263919617,6,functional needs repair
34.47,-9.17,Rufiji,Iringa,D3,True,True,gravity,vwc,pay annually,soft,enough,spring,communal standpipe,3.2188758248682006,10,functional
33.25,-8.95,Lake Rukwa,Mbeya,D2,True,True,submersible,wug,pay monthly,salty,insufficient,machine dbh,communal standpipe,5.913279930309456,11,functional
32.89,-9.28,Lake Nyasa,Mbeya,D6,False,False,nira/tanira,vwc,pay when scheme fails,soft,insufficient,shallow well,hand pump,5.972692541927154,17,functional
33.16,-2.74,Lake Victoria,Mwanza,D7,True,True,other,vwc,never pay,soft,enough,shallow well,other,6.194405391104672,15,non functional
34.0,-2.05,Lake Victoria,Mara,D4,True,True,gravity,vwc,unknown,unknown,unknown,machine dbh,communal standpipe multiple,5.857933154483459,0,non functional
35.09,-9.56,Lake Nyasa,Iringa,D4,True,False,gravity,vwc,never pay,soft,enough,spring,communal standpipe,3.2188758248682006,13,functional
34.9,-8.92,Rufiji,Iringa,D4,True,False,nira/tanira,vwc,pay when scheme fails,soft,enough,hand dtw,hand pump,4.787491742782046,2,functional
36.81,-3.5,Pangani,Arusha,D2,True,True,gravity,vwc,unknown,soft,insufficient,spring,communal standpipe,5.703782474656201,35,non functional
31.64,-1.5,Lake Victoria,Kagera,D2,True,True,gravity,vwc,never pay,soft,enough,spring,improved spring,5.913279930309456,15,functional
35.12,-8.56,Rufiji,Iringa,D2,True,True,swn 80,vwc,pay annually,soft,enough,hand dtw,hand pump,4.248495242049359,10,functional
35.518412698412696,-5.310978835978837,Lake Victoria,Shinyanga,D1,True,False,nira/tanira,wug,never pay,soft,enough,shallow well,hand pump,6.214608098422191,7,functional needs repair
37.59,-3.15,Pangani,Kilimanjaro,D1,True,True,gravity,company,pay monthly,soft,enough,spring,communal standpipe,4.382026634673881,3,non functional
33.21,-2.13,Lake Victoria,Mara,D4,True,False,nira/tanira,wug,pay when scheme fails,salty,insufficient,shallow well,hand pump,5.857933154483459,14,functional
39.0,-6.48,Wami / Ruvu,Pwani,D1,True,True,ksb,private operator,pay per bucket,soft,enough,river,communal standpipe,4.248495242049359,18,functional
38.81,-4.83,Pangani,Tanga,D8,True,True,gravity,vwc,never pay,coloured,enough,other,communal standpipe,5.703782474656201,30,functional
33.84,-9.26,Lake Nyasa,Mbeya,D4,True,True,gravity,vwc,unknown,soft,enough,spring,communal standpipe,5.4957391006863725,5,functional
32.16,-3.64,Lake Tanganyika,Shinyanga,D5,True,False,nira/tanira,parastatal,unknown,soft,enough,shallow well,hand pump,6.214608098422191,6,functional
32.18,-3.36,Lake Tanganyika,Shinyanga,D5,True,True,nira/tanira,wug,unknown,soft,insufficient,shallow well,hand pump,6.214608098422191,6,functional
31.42,-7.45,Lake Rukwa,Rukwa,D1,True,True,gravity,vwc,pay annually,soft,enough,spring,communal standpipe,5.634789603169249,2,functional
39.52,-7.13,Wami / Ruvu,Dar es Salaam,D3,True,False,submersible,vwc,pay per bucket,soft,enough,machine dbh,communal standpipe,3.912023005428146,13,functional
33.91,-1.61,Lake Victoria,Mara,D3,True,True,afridev,vwc,unknown,salty,enough,hand dtw,hand pump,5.703782474656201,13,non functional
35.33,-5.68,Internal,Singida,D3,True,False,mono,vwc,never pay,soft,enough,machine dbh,communal standpipe multiple,5.521460917862246,40,non functional
35.37,-7.65,Rufiji,Iringa,D1,True,True,gravity,vwc,pay annually,soft,enough,spring,communal standpipe,4.248495242049359,19,functional
36.72,-5.91,Wami / Ruvu,Manyara,D5,True,True,gravity,vwc,never pay,soft,insufficient,spring,other,5.438079308923196,9,non functional
33.78,-9.58,Lake Nyasa,Mbeya,D3,True,True,gravity,water authority,never pay,soft,dry,spring,communal standpipe,5.778416335036015,38,non functional
30.52,-7.13,Lake Tanganyika,Rukwa,D3,True,False,swn 80,vwc,pay when scheme fails,soft,enough,shallow well,hand pump,5.703782474656201,4,functional
40.03,-10.35,Ruvuma / Southern Coast,Mtwara,D1,True,True,submersible,vwc,pay per bucket,soft,enough,machine dbh,communal standpipe multiple,5.703782474656201,36,functional
33.84,-9.31,Lake Nyasa,Mbeya,D4,True,True,gravity,vwc,unknown,soft,enough,spring,communal standpipe,5.4957391006863725,5,functional
33.94,-3.44,Lake Victoria,Mwanza,D2,True,True,nira/tanira,vwc,never pay,salty,dry,shallow well,hand pump,6.194405391104672,16,functional
31.83,-1.1,Lake Victoria,Kagera,D2,True,True,gravity,vwc,never pay,soft,enough,spring,improved spring,5.913279930309456,15,functional
32.97,-9.32,Lake Nyasa,Mbeya,D5,True,False,nira/tanira,vwc,unknown,unknown,dry,shallow well,hand pump,5.737381174257634,11,non functional
34.68,-10.1,Lake Nyasa,Iringa,D5,True,False,gravity,water board,pay monthly,soft,enough,river,communal standpipe,5.0106352940962555,10,functional
38.99,-6.52,Wami / Ruvu,Pwani,D1,True,False,submersible,private operator,pay per bucket,soft,enough,machine dbh,communal standpipe,2.995732273553991,3,functional
33.2,-2.8,Lake Victoria,Mwanza,D7,True,True,nira/tanira,vwc,pay when scheme fails,soft,enough,shallow well,hand pump,6.194405391104672,15,functional
30.54,-3.79,Lake Tanganyika,Kigoma,D1,True,False,gravity,vwc,unknown,soft,insufficient,river,communal standpipe multiple,5.247024072160486,25,non functional
33.44,-4.42,Internal,Tabora,D2,True,False,nira/tanira,vwc,never pay,soft,enough,rainwater harvesting,hand pump,5.913279930309456,3,functional
34.91,-8.97,Rufiji,Iringa,D4,True,False,gravity,vwc,pay monthly,soft,enough,spring,communal standpipe,3.912023005428146,38,functional
31.84,-8.25,Lake Rukwa,Rukwa,D2,True,False,other,vwc,never pay,soft,enough,shallow well,other,6.1092475827643655,19,non functional
33.65,-2.67,Lake Victoria,Mwanza,D2,True,True,nira/tanira,vwc,never pay,soft,insufficient,shallow well,hand pump,6.194405391104672,15,functional needs repair
34.01,-1.72,Lake Victoria,Mara,D3,True,False,gravity,parastatal,unknown,soft,enough,rainwater harvesting,communal standpipe,3.4965075614664802,0,functional
35.85,-3.39,Internal,Arusha,D1,False,True,gravity,wua,never pay,soft,enough,spring,communal standpipe,5.225746673713202,13,functional
36.7,-3.33,Pangani,Arusha,D2,True,True,gravity,vwc,pay monthly,soft,insufficient,spring,communal standpipe multiple,5.0106352940962555,18,functional
37.21,-3.25,Pangani,Kilimanjaro,D5,True,True,gravity,water board,pay per bucket,soft,enough,spring,communal standpipe,4.31748811353631,14,functional
33.64,-9.31,Lake Nyasa,Mbeya,D4,True,True,gravity,vwc,never pay,soft,enough,spring,communal standpipe,5.4957391006863725,5,functional
37.18,-6.04,Wami / Ruvu,Tanga,D1,True,True,swn 80,vwc,pay annually,soft,insufficient,shallow well,hand pump,7.003065458786462,16,non functional
38.76,-7.99,Rufiji,Pwani,D53,True,True,mono,water board,pay per bucket,soft,enough,machine dbh,communal standpipe multiple,4.787491742782046,2,functional
37.31,-3.58,Pangani,Manyara,D4,True,True,gravity,vwc,pay monthly,soft,insufficient,spring,other,5.703782474656201,36,non functional
32.0,-6.65,Lake Tanganyika,Rukwa,D1,True,True,india mark ii,vwc,pay annually,salty,insufficient,machine dbh,hand pump,6.1092475827643655,25,non functional
38.06,-4.38,Pangani,Kilimanjaro,D3,True,True,gravity,vwc,pay annually,soft,enough,river,communal standpipe,5.480638923341991,46,non functional
34.54,-9.32,Lake Nyasa,Iringa,D4,True,False,gravity,vwc,pay annually,soft,enough,spring,communal standpipe,3.912023005428146,11,functional
37.16,-3.4,Pangani,Kilimanjaro,D5,True,True,gravity,water board,pay per bucket,soft,enough,spring,communal standpipe,5.313205979041787,14,functional
35.42,-4.23,Internal,Manyara,D1,True,True,mono,water board,pay per bucket,soft,insufficient,spring,communal standpipe,5.220355825078324,2,functional
33.45,-3.01,Lake Victoria,Mwanza,D4,True,True,swn 80,vwc,never pay,soft,seasonal,shallow well,hand pump,6.194405391104672,15,functional
34.9,-4.03,Internal,Singida,D1,True,True,afridev,vwc,pay annually,soft,enough,machine dbh,hand pump,5.8998973535824915,4,functional
34.83,-10.59,Lake Nyasa,Ruvuma,D3,True,True,gravity,vwc,never pay,soft,dry,spring,communal standpipe,5.783825182329737,1,non functional
33.65,-3.56,Internal,Shinyanga,D8,True,False,other,wug,unknown,soft,enough,shallow well,other,6.214608098422191,6,non functional
32.05,-8.56,Lake Rukwa,Rukwa,D2,True,True,gravity,vwc,never pay,soft,insufficient,river,communal standpipe,5.857933154483459,38,functional
34.65,-11.1,Lake Nyasa,Ruvuma,D3,True,True,gravity,vwc,never pay,soft,dry,spring,communal standpipe,4.564348191467836,21,non functional
35.74,-7.91,Rufiji,Iringa,D1,True,True,swn 80,vwc,pay monthly,soft,enough,machine dbh,hand pump,6.684611727667927,11,functional
33.35,-9.2,Lake Nyasa,Mbeya,D2,False,False,submersible,wug,pay when scheme fails,soft,enough,river,communal standpipe,5.913279930309456,11,non functional
38.89,-6.45,Wami / Ruvu,Pwani,D1,True,False,submersible,private operator,pay per bucket,soft,enough,machine dbh,communal standpipe,3.912023005428146,2,functional
36.65,-3.32,Pangani,Arusha,D2,True,True,submersible,vwc,never pay,soft,insufficient,machine dbh,communal standpipe,5.0106352940962555,13,functional
34.81,-9.12,Rufiji,Iringa,D4,True,True,gravity,wua,pay monthly,soft,enough,spring,communal standpipe,4.867534450455582,2,functional
37.59,-3.71,Pangani,Kilimanjaro,D2,True,False,gravity,water board,pay monthly,soft,insufficient,spring,communal standpipe,4.248495242049359,6,functional
39.3,-6.98,Wami / Ruvu,Pwani,D43,True,False,submersible,private operator,never pay,soft,enough,machine dbh,communal standpipe,8.84246002419529,0,functional
31.27,-2.65,Lake Tanganyika,Kagera,D4,True,True,gravity,vwc,never pay,soft,enough,spring,improved spring,5.4957391006863725,6,functional
30.5,-3.59,Lake Tanganyika,Kigoma,D1,True,False,ksb,vwc,unknown,soft,insufficient,river,communal standpipe multiple,6.214608098422191,35,non functional
30.86,-1.31,Lake Victoria,Kagera,D1,True,True,other,vwc,never pay,soft,enough,spring,improved spring,5.778840172736036,7,functional needs repair
35.63,-3.35,Internal,Arusha,D30,True,True,gravity,vwc,pay per bucket,soft,enough,river,communal standpipe,5.298317366548036,11,functional
38.34,-4.79,Pangani,Tanga,D1,True,True,gravity,vwc,never pay,soft,enough,spring,communal standpipe,5.19295685089021,4,functional
39.37,-7.09,Wami / Ruvu,Pwani,D43,True,False,submersible,vwc,pay per bucket,soft,enough,machine dbh,communal standpipe,6.152732694704104,1,functional
35.84,-4.16,Internal,Manyara,D1,True,True,gravity,vwc,never pay,soft,enough,spring,communal standpipe,4.68213122712422,10,functional needs repair
32.55,-3.88,Lake Victoria,Shinyanga,D3,True,True,other,wug,unknown,milky,seasonal,shallow well,other,6.214608098422191,7,non functional
36.38,-7.55,Rufiji,Iringa,D7,True,True,afridev,vwc,never pay,soft,enough,machine dbh,hand pump,5.087596335232384,4,functional
38.87,-6.54,Wami / Ruvu,Pwani,D1,True,False,other,vwc,never pay,soft,enough,shallow well,other,6.272877006546167,3,non functional
33.04,-3.82,Internal,Shinyanga,D3,True,True,nira/tanira,wug,never pay,soft,insufficient,shallow well,hand pump,6.214608098422191,6,functional
33.74052198839583,-3.173350295519882,Lake Victoria,Mwanza,D2,True,True,other,vwc,never pay,salty,enough,shallow well,other,6.194405391104672,16,non functional
36.61,-6.19,Wami / Ruvu,Dodoma,D3,True,False,mono,private operator,pay per bucket,soft,dry,machine dbh,communal standpipe multiple,5.778416335036015,37,non functional
35.45,-10.64,Ruvuma / Southern Coast,Ruvuma,D2,True,True,other,vwc,pay per bucket,soft,enough,river,communal standpipe,5.298317366548036,4,functional
37.55,-3.28,Pangani,Kilimanjaro,D4,True,True,gravity,wua,pay monthly,soft,insufficient,spring,communal standpipe,4.382026634673881,43,functional needs repair
34.768074978204005,-7.323785527462947,Lake Victoria,Mwanza,D6,True,True,submersible,vwc,pay per bucket,soft,insufficient,machine dbh,communal standpipe multiple,6.194405391104672,15,functional
33.6,-3.22,Lake Victoria,Shinyanga,D2,True,False,gravity,wug,pay per bucket,soft,enough,machine dbh,communal standpipe multiple,6.214608098422191,7,non functional
35.64,-10.69,Ruvuma / Southern Coast,Ruvuma,D4,False,True,india mark ii,other,pay when scheme fails,soft,dry,shallow well,hand pump,5.298317366548036,5,non functional
38.3,-4.82,Pangani,Tanga,D1,True,True,gravity,vwc,never pay,soft,enough,spring,communal standpipe,5.19295685089021,30,functional
36.26,-5.56,Wami / Ruvu,Dodoma,D4,True,True,nira/tanira,vwc,never pay,soft,insufficient,rainwater harvesting,hand pump,5.4957391006863725,6,functional needs repair
37.61,-3.26,Pangani,Kilimanjaro,D1,True,True,gravity,company,pay monthly,soft,insufficient,spring,communal standpipe,4.382026634673881,13,non functional
33.06,-1.85,Lake Victoria,Mwanza,D1,True,True,nira/tanira,vwc,never pay,soft,insufficient,shallow well,hand pump,6.1092475827643655,12,functional
31.39,-2.73,Lake Tanganyika,Kagera,D4,True,True,gravity,vwc,never pay,soft,seasonal,rainwater harvesting,communal standpipe,5.4957391006863725,6,functional
37.24,-3.23,Pangani,Kilimanjaro,D5,True,True,gravity,water board,pay per bucket,soft,enough,spring,communal standpipe,4.382026634673881,7,functional
33.01,-8.45,Lake Rukwa,Mbeya,D1,True,True,gravity,vwc,never pay,soft,enough,spring,communal standpipe,5.778840172736036,4,functional
30.95,-2.88,Lake Tanganyika,Kigoma,D1,True,False,india mark ii,vwc,unknown,soft,insufficient,machine dbh,hand pump,5.19295685089021,6,non functional
33.88,-9.6,Lake Nyasa,Mbeya,D3,True,True,gravity,water authority,never pay,soft,dry,river,communal standpipe multiple,5.778416335036015,38,non functional
31.67,-8.51,Lake Tanganyika,Rukwa,D2,True,True,gravity,vwc,never pay,soft,enough,river,communal standpipe,5.616771097666572,21,non functional
37.61,-3.38,Pangani,Kilimanjaro,D1,True,True,gravity,company,pay monthly,soft,insufficient,spring,communal standpipe multiple,4.382026634673881,10,non functional
33.97,-9.49,Lake Nyasa,Mbeya,D3,True,True,gravity,vwc,never pay,soft,dry,spring,communal standpipe,5.778416335036015,38,non functional
36.81,-3.5,Pangani,Arusha,D2,True,True,gravity,vwc,unknown,soft,insufficient,spring,communal standpipe,5.703782474656201,35,functional
35.25,-8.11,Rufiji,Iringa,D1,True,True,gravity,vwc,never pay,soft,dry,spring,communal standpipe,6.645090969505644,7,non functional
39.82,-7.8,Rufiji,Pwani,D63,True,False,nira/tanira,vwc,never pay,soft,enough,shallow well,hand pump,4.605170185988092,4,functional needs repair
35.81,-7.47,Rufiji,Iringa,D1,True,True,gravity,vwc,pay annually,soft,enough,spring,communal standpipe,4.248495242049359,19,functional
38.71,-5.13,Pangani,Tanga,D3,True,False,gravity,vwc,never pay,soft,insufficient,spring,communal standpipe,4.787491742782046,8,functional
34.61,-9.23,Rufiji,Iringa,D4,True,True,gravity,wua,pay annually,soft,enough,river,communal standpipe multiple,5.3612921657094255,18,functional
37.44,-3.38,Pangani,Kilimanjaro,D4,True,True,gravity,water board,pay per bucket,soft,enough,spring,communal standpipe,3.912023005428146,5,functional
36.93,-3.36,Pangani,Arusha,D7,True,False,gravity,vwc,unknown,soft,seasonal,river,communal standpipe,4.867534450455582,5,functional
30.98,-2.82,Lake Tanganyika,Kagera,D4,True,True,nira/tanira,vwc,never pay,soft,enough,shallow well,hand pump,5.4957391006863725,6,functional
38.53,-5.62,Pangani,Tanga,D6,True,True,afridev,vwc,never pay,salty,enough,shallow well,hand pump,6.214608098422191,1,functional
34.14,-9.33,Lake Nyasa,Iringa,D3,True,False,gravity,vwc,never pay,soft,enough,spring,communal standpipe,4.248495242049359,26,functional
33.64,-9.22,Lake Nyasa,Mbeya,D4,True,True,gravity,vwc,never pay,soft,enough,spring,communal standpipe,5.4957391006863725,21,functional
33.55111111111111,-3.9099999999999997,Lake Victoria,Mwanza,D2,True,True,other,vwc,never pay,soft,insufficient,shallow well,hand pump,6.194405391104672,16,non functional
33.63,-9.21,Lake Nyasa,Mbeya,D4,True,True,gravity,vwc,never pay,soft,enough,spring,communal standpipe,5.4957391006863725,5,functional
33.62,-9.04,Lake Nyasa,Mbeya,D4,True,True,gravity,vwc,never pay,soft,enough,spring,communal standpipe,5.4957391006863725,5,functional needs repair
38.87,-4.82,Pangani,Tanga,D8,True,True,gravity,vwc,never pay,salty,enough,spring,other,5.857933154483459,1,functional
36.52,-7.5,Rufiji,Iringa,D7,True,True,swn 80,vwc,never pay,salty,enough,machine dbh,hand pump,5.991464547107982,4,non functional
33.03,-3.89,Internal,Shinyanga,D3,True,False,nira/tanira,wug,never pay,soft,insufficient,shallow well,hand pump,6.214608098422191,6,functional
29.87,-4.63,Lake Tanganyika,Kigoma,D2,True,True,gravity,water board,pay monthly,soft,insufficient,river,communal standpipe,5.91350300563827,27,functional
34.62,-1.78,Lake Victoria,Mara,D2,False,True,gravity,other,never pay,soft,insufficient,rainwater harvesting,communal standpipe,5.814130531825066,1,non functional
32.8,-3.88,Internal,Shinyanga,D3,True,True,nira/tanira,wug,unknown,soft,enough,shallow well,hand pump,6.214608098422191,6,functional
32.75,-4.21,Lake Tanganyika,Tabora,D1,False,False,nira/tanira,vwc,never pay,soft,dry,shallow well,hand pump,5.778840172736036,7,non functional
37.41,-3.4,Pangani,Kilimanjaro,D4,False,True,gravity,vwc,unknown,soft,insufficient,spring,other,4.382026634673881,39,non functional
39.38,-10.29,Ruvuma / Southern Coast,Lindi,D23,False,False,gravity,vwc,pay per bucket,soft,insufficient,river,communal standpipe multiple,6.075346031088684,3,non functional
37.11,-3.19,Pangani,Kilimanjaro,D7,True,True,gravity,water board,pay monthly,soft,enough,spring,communal standpipe,4.382026634673881,11,functional
31.32,-7.49,Lake Rukwa,Rukwa,D3,True,False,afridev,vwc,pay annually,salty,enough,machine dbh,hand pump,6.476972362889683,2,functional
31.76,-3.27,Lake Tanganyika,Shinyanga,D5,True,True,other,wug,unknown,soft,enough,shallow well,other,6.214608098422191,6,non functional
37.95,-4.13,Pangani,Kilimanjaro,D3,True,True,gravity,vwc,never pay,soft,enough,river,communal standpipe,4.787491742782046,46,functional
30.64,-3.81,Lake Tanganyika,Kigoma,D1,True,False,gravity,vwc,unknown,soft,insufficient,spring,communal standpipe,4.787491742782046,10,functional
33.06,-2.03,Lake Victoria,Mwanza,D1,True,True,other,vwc,never pay,soft,insufficient,shallow well,other,6.684611727667927,1,non functional
35.26,-4.43,Internal,Manyara,D2,True,True,gravity,vwc,never pay,soft,insufficient,spring,communal standpipe,5.375278407684165,2,functional
30.03,-4.43,Lake Tanganyika,Kigoma,D2,True,True,gravity,water board,pay monthly,soft,enough,spring,communal standpipe,6.745236349484363,14,functional
38.29,-4.66,Pangani,Tanga,D1,True,True,gravity,vwc,never pay,soft,enough,spring,communal standpipe,5.19295685089021,26,functional
33.66,-9.36,Lake Nyasa,Mbeya,D4,True,True,gravity,vwc,never pay,soft,insufficient,river,communal standpipe,5.4957391006863725,5,functional needs repair
37.79,-3.71,Pangani,Kilimanjaro,D2,True,False,gravity,vwc,never pay,soft,enough,spring,other,5.634789603169249,35,non functional
37.15,-11.25,Ruvuma / Southern Coast,Ruvuma,D1,True,False,swn 80,vwc,pay annually,soft,enough,machine dbh,hand pump,5.298317366548036,14,functional
31.17,-6.37,Lake Rukwa,Rukwa,D1,False,True,other,water authority,never pay,soft,seasonal,hand dtw,other,4.0943445622221,22,non functional
34.23,-2.95,Lake Victoria,Shinyanga,D1,True,False,nira/tanira,wug,pay monthly,soft,enough,shallow well,hand pump,5.703782474656201,5,functional
35.1,-9.08,Rufiji,Iringa,D4,True,False,gravity,vwc,pay monthly,soft,enough,river,communal standpipe,3.6888794541139363,3,functional
31.65,-2.53,Lake Victoria,Kagera,D8,True,True,other,wua,pay monthly,soft,enough,shallow well,other,6.080068790614366,15,non functional
39.06,-7.36,Wami / Ruvu,Pwani,D43,True,False,other,vwc,never pay,soft,insufficient,machine dbh,other,7.313220387090301,2,non functional
